area;name;rating;reviews;address;review_rating;review_text;reviewer_name;local_guide;date
Tugu Jogja;Kebon Ndalem Coffee & Eatery;4.4;5116;Jl. Pangeran Diponegoro No.2, Gowongan, Jetis, Yogyakarta City, Special Region of Yogyakarta 55233, Indonesia;5.0;We loved it! The food was awesome!  Service was excellent!  The staff was so helpful. They have discomfort with speaking english though but they tried their level best. We loved to see it full of young stars who are working there!  They are fab! Take our love and best of luck ❤️;{'name': 'Humayra Gulshan', 'link': 'https://www.google.com/maps/contrib/110675565286724554006?hl=en-US', 'contributor_id': '110675565286724554006', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUKAVre21XLnq0IIXLqagitKIvP08G03jeJctVTqBwJCvpbc9mf=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 24, 'photos': 54};;6 months ago
Tugu Jogja;Kebon Ndalem Coffee & Eatery;4.4;5116;Jl. Pangeran Diponegoro No.2, Gowongan, Jetis, Yogyakarta City, Special Region of Yogyakarta 55233, Indonesia;4.0;tried their iced filter on argopuro, a bit watery but still fine! also tried their fried banana, and tasted sooo guwddd! if u wanna catch the tugu vibe, the. u need to come here. also gud for the wfc, altho u need to bring a long terminal bcs the socket is a bit too far from the desk :’ when we came the wifi is on repair, so we use our own data😆;{'name': 'Enda Grimonia', 'link': 'https://www.google.com/maps/contrib/110286574672611937087?hl=en-US', 'contributor_id': '110286574672611937087', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVrSTXfpmL1Kt82pOe3G9jxJi-mTXppHsqmCV8VyPRKuycpecrQ=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 308, 'photos': 639};;a month ago
Tugu Jogja;Kebon Ndalem Coffee & Eatery;4.4;5116;Jl. Pangeran Diponegoro No.2, Gowongan, Jetis, Yogyakarta City, Special Region of Yogyakarta 55233, Indonesia;5.0;It was not the only cafe near tugu but the view more clear from up here, in the weekend especially for high season will be crowded, small parking area, and yes overall the drink are good;{'name': 'North Usa', 'link': 'https://www.google.com/maps/contrib/101431965677074438224?hl=en-US', 'contributor_id': '101431965677074438224', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWte_wKxIViMa3bl1DM1Pz0jGhy03d3WN0ix1V9Xj6iLdosyjM=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 78, 'photos': 276};;a month ago
Tugu Jogja;Kebon Ndalem Coffee & Eatery;4.4;5116;Jl. Pangeran Diponegoro No.2, Gowongan, Jetis, Yogyakarta City, Special Region of Yogyakarta 55233, Indonesia;5.0;Love the view from 2nd and 3rd floor. Good food, delicious. Crowded  but still comfortable. Price is in good range of price. My fave place.;{'name': 'ceritaeka (Eka Situmorang-Sir)', 'link': 'https://www.google.com/maps/contrib/107858201996072961568?hl=en-US', 'contributor_id': '107858201996072961568', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjV1L5AKj_SVW2Hk2SBmCyiES8wtcYoT4zZo5FswEplaY_BTgm7w=s120-c-rp-mo-ba6-br100', 'local_guide': True, 'reviews': 567, 'photos': 3682};;2 months ago
Tugu Jogja;Kebon Ndalem Coffee & Eatery;4.4;5116;Jl. Pangeran Diponegoro No.2, Gowongan, Jetis, Yogyakarta City, Special Region of Yogyakarta 55233, Indonesia;5.0;A modern cafe with a very nice atmosphere and good service by the staff, which is located just in front of the De Witte Paal. Had the local Rawon Buntut and Ndalem Sei Sapi and both were delicious. Prices are at cafe prices which might be a bit higher than other places.;{'name': 'Dennis De Witt', 'link': 'https://www.google.com/maps/contrib/107293847511199257205?hl=en-US', 'contributor_id': '107293847511199257205', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocJql8-Euz0Zh86p33xt-6zPs8_3jf-Z4ZBA5QBtAqnQ_lm6bg=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 32, 'photos': 48};;3 months ago
Tugu Jogja;Kebon Ndalem Coffee & Eatery;4.4;5116;Jl. Pangeran Diponegoro No.2, Gowongan, Jetis, Yogyakarta City, Special Region of Yogyakarta 55233, Indonesia;5.0;"Tugu view cafe with good coffee and musola.

One of favorite spot to nongkrong and take pictures during sunset and night";{'name': 'Eldo Delamontano', 'link': 'https://www.google.com/maps/contrib/107181826830215872530?hl=en-US', 'contributor_id': '107181826830215872530', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWqaRY__bzozNmuF6qf3gk9WPRRv7mksFT45LSWTLO227e_WBN37A=s120-c-rp-mo-ba6-br100', 'local_guide': True, 'reviews': 628, 'photos': 3059};;5 months ago
Tugu Jogja;TUGU LOR;4.5;2486;Jl. A.M. Sangaji No.72, Cokrodiningratan, Jetis, Yogyakarta City, Special Region of Yogyakarta 55233, Indonesia;5.0;"Loving the cool vibes, surrounded by trees and a windy breeze! It’s the perfect place to read a book or hang out with friends.
I visited this café to get some work done. The Wi-Fi is great, but unfortunately, there are no power sockets outdoors, which was a bit inconvenient since my laptop is quite old and can’t last long without being plugged in. Still, it’s a great spot, affordable prices, good service, and a clean toilet!
I ordered their matcha latte, which comes with ice cream. It was a little too sweet for me, so I’d recommend asking for less sugar if you’re not into sweet drinks. I also got their fried rice and potato wedges to share with my family (I forgot to take a picture, but they were pretty good!). The food tasted delicious too.";{'name': 'Shofy Suma', 'link': 'https://www.google.com/maps/contrib/112513765412552126297?hl=en-US', 'contributor_id': '112513765412552126297', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWWgcu9W4ngM0U4_vwUI-xTSzKU6S7xLdNY5H37CkjGR7DPQy2p=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 34, 'photos': 75};;a month ago
Tugu Jogja;TUGU LOR;4.5;2486;Jl. A.M. Sangaji No.72, Cokrodiningratan, Jetis, Yogyakarta City, Special Region of Yogyakarta 55233, Indonesia;5.0;"Quite a comfortable coffee near the landmark of Tugu Jogjakarta (White Paal).

The service are amazing, But the taste is kinda meh, and also the price is quite pricy for some visitors.

Worth to try tho! 4/5";{'name': 'Jonathan Emilio', 'link': 'https://www.google.com/maps/contrib/113573338958056578401?hl=en-US', 'contributor_id': '113573338958056578401', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUAqlcOz1j4CQsjZR1BMM25adEi3mi7eyppDud1-OsfX5eAimcv=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 93, 'photos': 128};;a month ago
Tugu Jogja;TUGU LOR;4.5;2486;Jl. A.M. Sangaji No.72, Cokrodiningratan, Jetis, Yogyakarta City, Special Region of Yogyakarta 55233, Indonesia;5.0;"Cozy jungle vibes in the middle of the city! 🌿

This café has a really calming forest-like atmosphere—green, shady, and beautifully lit with warm hanging lights. It feels like you’re sipping coffee right in nature.

I only tried the drinks so far, but they were good and came with sugar level options, which is a plus. Great spot for chilling, chatting, or just enjoying a peaceful break from the city noise. Will definitely come back to try the food next time!

Oh yeah, there's a prayer room too.";{'name': 'clicky', 'link': 'https://www.google.com/maps/contrib/117576619577322336951?hl=en-US', 'contributor_id': '117576619577322336951', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjUAr-vqOAzUzsouypf2J6nVRu50FW5n0ROaMMsoCtpP7CBR1su-QQ=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 135, 'photos': 119};;4 months ago
Tugu Jogja;TUGU LOR;4.5;2486;Jl. A.M. Sangaji No.72, Cokrodiningratan, Jetis, Yogyakarta City, Special Region of Yogyakarta 55233, Indonesia;4.0;"I ordered an iced americano—it tasted okay, nothing particularly special, but the price was affordable.

Payment is easy via QR code. Service was fine, though there’s no Wi-Fi connection.

What I really liked was the ambiance—it feels like having coffee in a backyard or a cozy treehouse. A nice spot to relax and chat with friends.";{'name': 'Steven Suprantio', 'link': 'https://www.google.com/maps/contrib/100508794411293626717?hl=en-US', 'contributor_id': '100508794411293626717', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocJZYeEUeSrzGyzCIx7KEPiyg-527P_VDd8T4vUUAE-ZtQQtleVn=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 49, 'photos': 386};;4 months ago
Tugu Jogja;TUGU LOR;4.5;2486;Jl. A.M. Sangaji No.72, Cokrodiningratan, Jetis, Yogyakarta City, Special Region of Yogyakarta 55233, Indonesia;5.0;Working or chilling alone or with friends feels so welcoming and tranquil. Perfect spot to read a book or simply write an idea. Just make sure you ask the waitress which spot suits you better for your conditions.;{'name': 'Fera Engel', 'link': 'https://www.google.com/maps/contrib/101220300522503054086?hl=en-US', 'contributor_id': '101220300522503054086', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXx23VJoYkMCZFAnJPTnHHcIvFjFKQvLCx5sCxYB2Q2gfbN3-rs7A=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 35, 'photos': 285};;7 months ago
Tugu Jogja;TUGU LOR;4.5;2486;Jl. A.M. Sangaji No.72, Cokrodiningratan, Jetis, Yogyakarta City, Special Region of Yogyakarta 55233, Indonesia;5.0;"Cafenya nyaman dan adem banget👍🏻

Food quality is quite good and the price is affordable

Worth the visit🙌🏻";{'name': 'Amelya Rosha', 'link': 'https://www.google.com/maps/contrib/106346315134088721525?hl=en-US', 'contributor_id': '106346315134088721525', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWnT0T3_08PEny6oCkk0S5Vs-297EJ0E6dfw69-batCqRLMefB0=s120-c-rp-mo-ba3-br100', 'local_guide': True, 'reviews': 13, 'photos': 27};;3 months ago
Tugu Jogja;TUGU LOR;4.5;2486;Jl. A.M. Sangaji No.72, Cokrodiningratan, Jetis, Yogyakarta City, Special Region of Yogyakarta 55233, Indonesia;5.0;What I like the most from this coffee shop is the ambiece. So many trees and plants, feels like enjoying my coffee in a house in the middle of forest. I haven't tried much and only bought coffee, it tastes quite well, a bit pricey tho. I also took a bit of a walk inside the gallery in which they display furnitures and interior art. Nice.;{'name': 'lilio', 'link': 'https://www.google.com/maps/contrib/114654567508282853105?hl=en-US', 'contributor_id': '114654567508282853105', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWwRcTacLKZ2Y5DXWafdXtNOHVhmjWWOLHtCLR3zIVSc4R3vXGt=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 167, 'photos': 704};;a year ago
Tugu Jogja;TUGU LOR;4.5;2486;Jl. A.M. Sangaji No.72, Cokrodiningratan, Jetis, Yogyakarta City, Special Region of Yogyakarta 55233, Indonesia;5.0;There are several areas that can be used to relax, such as the area in front of the cashier on the 1st floor (there is air conditioning so even though it's outside it won't be too hot), the 2nd floor area above the cashier, the garden area under shady trees, and the former hotel area. The location is a bit down and the vibe is like being in a forest (even though it's in the middle of Yogyakarta City). The taste of the food is also quite delicious and the price is not too expensive.;{'name': 'Diasdo Siadari', 'link': 'https://www.google.com/maps/contrib/104402034033884879357?hl=en-US', 'contributor_id': '104402034033884879357', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocJbwE8Iuo-Gy-2uXF2XAVGtTpDh578V0sGUmFqjnu6EfY8djMco=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 47, 'photos': 759};;a year ago
Tugu Jogja;Kedai Kopi Om Man;4.4;472;Jl. Pangeran Diponegoro No.1, Gowongan, Jetis, Yogyakarta City, Special Region of Yogyakarta 55233, Indonesia;5.0;Great view from the café’s second floor overlooking the iconic Tugu Yogyakarta. You can enjoy the vibrant nightlife, busy traffic, and colorful city lights while relaxing with a drink. A perfect spot to take in the atmosphere of central Yogyakarta.;{'name': 'Zealdy Hills', 'link': 'https://www.google.com/maps/contrib/103037456298024290031?hl=en-US', 'contributor_id': '103037456298024290031', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVOSziw5_3klOb-yMrfUdhRCJ2y3llaQh5kFw-Pc3bYUGPkv9_i=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 35, 'photos': 109};;3 weeks ago
Tugu Jogja;Kedai Kopi Om Man;4.4;472;Jl. Pangeran Diponegoro No.1, Gowongan, Jetis, Yogyakarta City, Special Region of Yogyakarta 55233, Indonesia;5.0;"This coffee shop has a prime location with a great view of Tugu Jogja, making it a perfect spot to relax and enjoy the city vibe. The drinks and coffee are really good, and the prices are affordable, which adds to the appeal.

However, the food is a bit of a letdown—the taste didn’t quite match the quality of the drinks or the atmosphere.

Overall: A great place to hang out, especially for coffee lovers and photo spots. Just don’t come hungry or expect much from the food.";{'name': 'Monica Margareta', 'link': 'https://www.google.com/maps/contrib/103947869439280023829?hl=en-US', 'contributor_id': '103947869439280023829', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXKVJ8euG482sjXm5H0usz78cFG_SF7mSPRXbVmb8gimasJqetqdA=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 50, 'photos': 621};;6 months ago
Tugu Jogja;Kedai Kopi Om Man;4.4;472;Jl. Pangeran Diponegoro No.1, Gowongan, Jetis, Yogyakarta City, Special Region of Yogyakarta 55233, Indonesia;3.0;Had fantastic morning Americano coffee wt Temanggung Arabica Bean rich tobacco flavor, unfortunately I sat at rooftop side it was so dirty. Actually nice ambience if clean.;{'name': 'Febriana', 'link': 'https://www.google.com/maps/contrib/107034865299259439023?hl=en-US', 'contributor_id': '107034865299259439023', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXYQs8pRE4R0aRsIeLtt6c9E1whBD17SKj1ibQ83nr7vTGr_t2ZJw=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 178, 'photos': 888};;5 months ago
Tugu Jogja;Kedai Kopi Om Man;4.4;472;Jl. Pangeran Diponegoro No.1, Gowongan, Jetis, Yogyakarta City, Special Region of Yogyakarta 55233, Indonesia;5.0;"spot to relax and enjoy the city vibe. The drinks and coffee are really good, and the prices are affordable, which adds to the appeal.

However, the food is a bit of a letdown—the taste didn’t quite match the quality of the drinks or the atmosphere.

Overall: A great place to hang out, especially for coffee lovers and photo spots. Just don’t come hungry or expect much from the food";{'name': 'deni setiawan', 'link': 'https://www.google.com/maps/contrib/114433338147397287792?hl=en-US', 'contributor_id': '114433338147397287792', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXz21B5aMO9J3Luc2jdi5UwdfSCpgdKAZUBpEh90MuOth8jeJY=s120-c-rp-mo-ba6-br100', 'local_guide': True, 'reviews': 154, 'photos': 42};;6 months ago
Tugu Jogja;Kedai Kopi Om Man;4.4;472;Jl. Pangeran Diponegoro No.1, Gowongan, Jetis, Yogyakarta City, Special Region of Yogyakarta 55233, Indonesia;4.0;This shop location is very stategic, it's located near Tugu Jogja, the landmark of Jogja city. Although this coffee is not so wide but this shop has indoor and outdoor sitting area. It has four permanent outdoor tables and about three indoor removable tables. Those removable tables can be placed outside, it depends on where the customers want to sit. It provides manual brew and espresso-based drinks. For those who don't like coffee, this shop also provides non-coffee drinks such as tea, milktea, and milkshake. This shop also provides some snacks such as french fries, fried banana, and instant noodle. Cars can be parked on the side of the street near the shop, while motorcycles can be parked at the motorcycles parking area which is located around the Tugu Jogja. It has TV inside. However, I don't see any toilets here. Over all, it is good and recommended to chill out here.;{'name': 'Hairy Yusuf', 'link': 'https://www.google.com/maps/contrib/101747449040864056718?hl=en-US', 'contributor_id': '101747449040864056718', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWfWUzRdC6P1WDYFPc3slTkgx_IOQUscpZ-yOAA4X6IiMTJ1X4=s120-c-rp-mo-ba6-br100', 'local_guide': True, 'reviews': 569, 'photos': 2140};;6 years ago
Tugu Jogja;Kedai Kopi Om Man;4.4;472;Jl. Pangeran Diponegoro No.1, Gowongan, Jetis, Yogyakarta City, Special Region of Yogyakarta 55233, Indonesia;4.0;The view of Tugu Jogja is expensive;{'name': 'Farid', 'link': 'https://www.google.com/maps/contrib/106868559160970159700?hl=en-US', 'contributor_id': '106868559160970159700', 'thumbnail': 'https://lh3.googleusercontent.com/a/ACg8ocKkrFFswYb-z4fSMFcnkegOWTihwNeXtiyBziC7k2CnDBM_lw=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 244, 'photos': 950};;2 months ago
Tugu Jogja;Kedai Kopi Om Man;4.4;472;Jl. Pangeran Diponegoro No.1, Gowongan, Jetis, Yogyakarta City, Special Region of Yogyakarta 55233, Indonesia;4.0;Located just about the roundabout of Tugu Jogja, the venue is appreciated not only for its coffee derivatives but also for its various type of beans and brewing method.;{'name': 'Iqbal Maesa Febriawan', 'link': 'https://www.google.com/maps/contrib/104298381066238623306?hl=en-US', 'contributor_id': '104298381066238623306', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjXr62Tan7oUYJZGv6oDwGfJE74lnw2h1yGIsM7Qa33pRt9rjxXE=s120-c-rp-mo-ba6-br100', 'local_guide': True, 'reviews': 949, 'photos': 264};;5 months ago
Tugu Jogja;Kedai Kopi Om Man;4.4;472;Jl. Pangeran Diponegoro No.1, Gowongan, Jetis, Yogyakarta City, Special Region of Yogyakarta 55233, Indonesia;4.0;Love the Atmosphere of this Cafe. You can see The Yogyakarta Monument from the 2nd Floor of this Cafe. The service is nice. But, the taste of the food needs to be improved I guess.;{'name': 'Arif Fai Hadiantoro', 'link': 'https://www.google.com/maps/contrib/117439021838252130124?hl=en-US', 'contributor_id': '117439021838252130124', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjWQiIYa2OvjOxcrgrpD22gQEPqrtNLu31dtLzuXLLrOHDLz2p5_=s120-c-rp-mo-ba4-br100', 'local_guide': True, 'reviews': 97, 'photos': 139};;a year ago
Tugu Jogja;Blanco Coffee And Books;4.6;3984;Jl. Kranggan No.30, Cokrodiningratan, Jetis, Yogyakarta City, Special Region of Yogyakarta 55233, Indonesia;5.0;"This spot is excellent for focused work; the quiet atmosphere truly helps with concentration. It maintains a wonderfully homey feel, making it comfortable for long stays.

Don't miss the coffee—their signature menu is diverse and consistently delicious, offering fantastic options for your break.";{'name': 'Dzulfikar Malik', 'link': 'https://www.google.com/maps/contrib/115011652741985206785?hl=en-US', 'contributor_id': '115011652741985206785', 'thumbnail': 'https://lh3.googleusercontent.com/a-/ALV-UjVFLtyfzGZBIf7Utg2qvPAzrfBUGS9Ikt7glGAaBt_Le342LsArHQ=s120-c-rp-mo-ba5-br100', 'local_guide': True, 'reviews': 158, 'photos': 293};;a month ago
